"time","c","der(c)","B","M","cycles","tau_h"
200400,7426.002812807566,0.0009874150621367152,1.05,5.25478,4.95066854187171,13.16756943522715
201000,7426.591518260636,0.0009749959673809281,1.05,5.25478,4.951061012173757,13.16756943522715
201600,7427.172821914953,0.000962733018010913,1.05,5.25478,4.951448547943301,13.16756943522715
202200,7427.746806957622,0.000950624459144783,1.05,5.25478,4.951831204638414,13.16756943522715
202800,7428.313572376516,0.0009386682025739537,1.05,5.25478,4.952209048251011,13.16756943522715
203400,7428.873209279265,0.0009268623263283188,1.05,5.25478,4.95258213951951,13.16756943522715
204000,7429.425807432186,0.0009152049367335712,1.05,5.25478,4.952950538288124,13.16756943522715
204600,7429.971455509052,0.0009036941631632362,1.05,5.25478,4.953314303672702,13.16756943522715
205200,7430.510241109526,0.0008923281576498812,1.05,5.25478,4.953673494073017,13.16756943522715
205800,7431.04225077759,0.0008811050944962698,1.05,5.25478,4.954028167185061,13.16756943522715
206400,7431.567570019984,0.0008700231698864264,1.05,5.25478,4.954378380013322,13.16756943522715
207000,7432.086283324647,0.0008590806014965892,1.05,5.25478,4.954724188883097,13.16756943522715
207600,7432.598474179134,0.0008482756281066395,1.05,5.25478,4.955065649452756,13.16756943522715
208200,7433.104225089073,0.0008376065092109456,1.05,5.25478,4.955402816726049,13.16756943522715
208800,7433.603611414126,0.0008270716550521502,1.05,5.25478,4.95573574094275,13.16756943522715
209400,7434.096714312862,0.0008166693535415834,1.05,5.25478,4.956064476208574,13.16756943522715
210000,7434.583615154739,0.0008063978881416733,1.05,5.25478,4.956389076769826,13.16756943522715
210600,7435.06439203223,0.0007962556114448853,1.05,5.25478,4.956709594688153,13.16756943522715
211200,7435.53912208648,0.0007862408961124311,1.05,5.25478,4.957026081390987,13.16756943522715
211800,7436.00788152331,0.0007763521345368463,1.05,5.25478,4.957338587682207,13.16756943522715
212400,7436.470745629201,0.0007665877385046224,1.05,5.25478,4.9576471637528,13.16756943522715
213000,7436.927788787306,0.0007569461388585114,1.05,5.25478,4.957951859191537,13.16756943522715
213600,7437.379084493435,0.0007474257851602851,1.05,5.25478,4.958252722995623,13.16756943522715
214200,7437.824705372063,0.0007380251453530946,1.05,5.25478,4.958549803581375,13.16756943522715
214800,7438.264723192323,0.0007287427054240289,1.05,5.25478,4.958843148794882,13.16756943522715
215400,7438.699205861156,0.0007195770328353865,1.05,5.25478,4.959132803907437,13.16756943522715
216000,7439.128220086581,0.0007105267203415133,1.05,5.25478,4.959418813391054,13.16756943522715
216600,7439.551838317196,0.0007015902395957528,1.05,5.25478,4.959701225544797,13.16756943522715
217200,7439.970128490132,0.0006927661574235572,1.05,5.25478,4.959980085660088,13.16756943522715
217800,7440.383157713962,0.0006840530581293388,1.05,5.25478,4.960255438475975,13.16756943522715
218400,7440.790992282544,0.0006754495432043586,1.05,5.25478,4.960527328188363,13.16756943522715
219000,7441.193697688909,0.0006669542310338329,1.05,5.25478,4.960795798459273,13.16756943522715
219600,7441.591338639114,0.0006585657566046939,1.05,5.25478,4.961060892426076,13.16756943522715
220200,7441.983979066117,0.0006502827712128055,1.05,5.25478,4.961322652710745,13.16756943522715
220800,7442.371682143638,0.0006421039421706518,1.05,5.25478,4.961581121429092,13.16756943522715
221400,7442.75451030003,0.0006340279525146798,1.05,5.25478,4.96183634020002,13.16756943522715
222000,7443.132524481003,0.0006260535165585497,1.05,5.25478,4.962088349654002,13.16756943522715
222600,7443.505779670919,0.0006181794743741557,1.05,5.25478,4.96233718644728,13.16756943522715
223200,7443.874340175762,0.0006104044693881951,1.05,5.25478,4.962582893450508,13.16756943522715
223800,7444.238265097136,0.0006027272548168548,1.05,5.25478,4.962825510064757,13.16756943522715
224400,7444.597612814802,0.0005951465991040458,1.05,5.25478,4.963065075209868,13.16756943522715
225000,7444.952440998702,0.000587661285667782,1.05,5.25478,4.963301627332468,13.16756943522715
225600,7445.302806620954,0.0005802701126470128,1.05,5.25478,4.963535204413969,13.16756943522715
226200,7445.648765967885,0.0005729718926478745,1.05,5.25478,4.96376584397859,13.16756943522715
226800,7445.990374652029,0.0005657654524906684,1.05,5.25478,4.963993583101352,13.16756943522715
227400,7446.327687624136,0.0005586496329562761,1.05,5.25478,4.964218458416091,13.16756943522715
228000,7446.660759185194,0.0005516232885328099,1.05,5.25478,4.964440506123463,13.16756943522715
228600,7446.989642998436,0.0005446852871621741,1.05,5.25478,4.964659761998957,13.16756943522715
229200,7447.314384502713,0.0005378346702845556,1.05,5.25478,4.964876256335143,13.16756943522715
229800,7447.635039141829,0.0005310702682796182,1.05,5.25478,4.965090026094552,13.16756943522715
230400,7447.951659353174,0.0005243909749491649,1.05,5.25478,4.96530110623545,13.16756943522715
231000,7448.264295699474,0.0005177957236421753,1.05,5.25478,4.965509530466316,13.16756943522715
231600,7448.572998104662,0.0005112834611832841,1.05,5.25478,4.965715332069775,13.16756943522715
232200,7448.877815863488,0.000504853147670201,1.05,5.25478,4.965918543908992,13.16756943522715
232800,7449.17879765112,0.0004985037562710204,1.05,5.25478,4.966119198434081,13.16756943522715
233400,7449.475991532761,0.0004922342730214769,1.05,5.25478,4.966317327688508,13.16756943522715
234000,7449.769444973246,0.0004860436966223824,1.05,5.25478,4.966512963315497,13.16756943522715
234600,7450.059204846653,0.0004799310382369367,1.05,5.25478,4.966706136564436,13.16756943522715
